Award Level and Institution Type,State,Region,Major Field Family (2-digit CIP),Major Field Family (2-digit CIP) Title,2020 Enrollment,2021 Enrollment,2021 % Change from Previous Year,2022 Enrollment,2022 % Change from Previous Year,2023 Enrollment,2023 % Change from Previous Year,2024 Enrollment,2024 % Change from Previous Year,2025 Enrollment,2025 % Change from Previous Year
Undergraduate 4-year,Minnesota,Midwest,54,History,984,851,-13.5,858,0.9,837,-2.5,802,-4.1,759,-5.4
Undergraduate 4-year,Mississippi,South,CIP Missing,CIP Missing,254,372,46.3,465,25.0,421,-9.5,253,-39.8,1092,331.3
Undergraduate 4-year,Mississippi,South,01,Agriculture Agriculture Operations and Related Sciences,,,,,,,,,,,
Undergraduate 4-year,Mississippi,South,03,Natural Resources and Conservation,,,,,,,,,,,
Undergraduate 4-year,Mississippi,South,04,Architecture and Related Services,,,,,,,,,,,
Undergraduate 4-year,Mississippi,South,05,Area Ethnic Cultural and Gender Studies,223,,,,,198,,,,,
Undergraduate 4-year,Mississippi,South,09,Communication Journalism and Related Programs,3116,2839,-8.9,2778,-2.1,2730,-1.7,2898,6.1,3149,8.7
Undergraduate 4-year,Mississippi,South,10,Communications Technologies/Technicians and Support Services,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,11,Computer and Information Sciences and Support Services,1329,1251,-5.9,1331,6.5,1468,10.2,1845,25.7,1936,4.9
Undergraduate 4-year,Mississippi,South,12,Personal and Culinary Services,,,,,,,,,,,
Undergraduate 4-year,Mississippi,South,13,Education,4848,5104,5.3,4919,-3.6,4403,-10.5,3965,-9.9,4410,11.2
Undergraduate 4-year,Mississippi,South,14,Engineering,5052,4796,-5.1,4581,-4.5,4538,-0.9,4598,1.3,4857,5.6
Undergraduate 4-year,Mississippi,South,15,Engineering Technologies/Technicians,1288,1251,-2.9,1154,-7.8,712,-38.3,744,4.5,655,-11.9
Undergraduate 4-year,Mississippi,South,16,Foreign Languages Literatures and Linguistics,422,302,-28.4,230,-23.7,256,11.3,241,-6.1,219,-9.2
Undergraduate 4-year,Mississippi,South,19,Family and Consumer Sciences/Human Sciences,1281,1130,-11.7,1062,-6.1,1017,-4.2,774,-24.0,761,-1.6
Undergraduate 4-year,Mississippi,South,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,22,Legal Professions and Studies,252,276,9.6,268,-2.8,282,5.1,314,11.2,414,32.0
Undergraduate 4-year,Mississippi,South,23,English Language and Literature/Letters,885,718,-18.9,689,-4.0,604,-12.3,585,-3.2,626,7.1
Undergraduate 4-year,Mississippi,South,24,Liberal Arts and Sciences General Studies and Humanities,4291,3036,-29.3,3307,8.9,2777,-16.0,3490,25.6,3417,-2.1
Undergraduate 4-year,Mississippi,South,25,Library Science,,,,,,,,,,,
Undergraduate 4-year,Mississippi,South,26,Biological and Biomedical Sciences,5938,5576,-6.1,5202,-6.7,4827,-7.2,4697,-2.7,4798,2.2
Undergraduate 4-year,Mississippi,South,27,Mathematics and Statistics,498,446,-10.5,413,-7.3,352,-14.9,369,4.8,374,1.3
Undergraduate 4-year,Mississippi,South,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,29,Military Technologies,0,,,,,,,,,,
Undergraduate 4-year,Mississippi,South,30,Multi/Interdisciplinary Studies,1542,1345,-12.8,1499,11.4,1644,9.7,1751,6.5,1920,9.7
Undergraduate 4-year,Mississippi,South,31,Parks Recreation Leisure and Fitness Studies,3696,3568,-3.5,3499,-1.9,3266,-6.7,3370,3.2,3616,7.3
Undergraduate 4-year,Mississippi,South,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,38,Philosophy and Religious Studies,171,161,-5.6,139,-13.9,120,-13.5,118,-1.8,217,83.9
Undergraduate 4-year,Mississippi,South,39,Theology and Religious Vocations,213,158,-25.8,122,-22.6,104,-15.3,,,112,
Undergraduate 4-year,Mississippi,South,40,Physical Sciences,1424,1295,-9.1,1155,-10.8,1087,-5.8,1077,-1.0,1096,1.8
Undergraduate 4-year,Mississippi,South,41,Science Technologies/Technicians,,,,,,,,,,,
Undergraduate 4-year,Mississippi,South,42,Psychology,3174,3218,1.4,3343,3.9,3305,-1.2,3191,-3.5,3329,4.3
Undergraduate 4-year,Mississippi,South,43,Security and Protective Services,1717,1637,-4.7,1577,-3.6,1459,-7.5,1571,7.6,1634,4.0
Undergraduate 4-year,Mississippi,South,44,Public Administration and Social Service Professions,1564,1473,-5.8,1293,-12.2,1131,-12.5,1141,0.9,1154,1.1
Undergraduate 4-year,Mississippi,South,45,Social Sciences,2151,1972,-8.3,1899,-3.7,1767,-6.9,1748,-1.1,1859,6.3
Undergraduate 4-year,Mississippi,South,46,Construction Trades,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,47,Mechanic and Repair Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,48,Precision Production,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,49,Transportation and Materials Moving,,,,,,,,,,,
Undergraduate 4-year,Mississippi,South,50,Visual and Performing Arts,2101,1905,-9.3,1815,-4.7,1724,-5.0,1752,1.6,1849,5.6
Undergraduate 4-year,Mississippi,South,51,Health Professions and Related Clinical Sciences,6588,6409,-2.7,6137,-4.2,5784,-5.8,5735,-0.8,7302,27.3
Undergraduate 4-year,Mississippi,South,52,Business Management Marketing and Related Support,12480,11849,-5.1,12055,1.7,12654,5.0,13586,7.4,15171,11.7
Undergraduate 4-year,Mississippi,South,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Mississippi,South,54,History,584,543,-7.1,486,-10.5,435,-10.6,432,-0.6,426,-1.4
Undergraduate 4-year,Missouri,Midwest,CIP Missing,CIP Missing,10530,9485,-9.9,10044,5.9,10747,7.0,10967,2.1,11958,9.0
Undergraduate 4-year,Missouri,Midwest,01,Agriculture Agriculture Operations and Related Sciences,2579,2759,7.0,2734,-0.9,2753,0.7,2588,-6.0,2677,3.4
Undergraduate 4-year,Missouri,Midwest,03,Natural Resources and Conservation,582,771,32.4,840,8.9,864,2.8,920,6.5,943,2.5
Undergraduate 4-year,Missouri,Midwest,04,Architecture and Related Services,441,454,2.8,456,0.6,466,2.0,706,51.6,790,11.9
Undergraduate 4-year,Missouri,Midwest,05,Area Ethnic Cultural and Gender Studies,256,337,31.5,1469,336.3,1026,-30.2,784,-23.6,1407,79.5
Undergraduate 4-year,Missouri,Midwest,09,Communication Journalism and Related Programs,6504,5705,-12.3,4979,-12.7,4749,-4.6,4675,-1.5,4435,-5.1
Undergraduate 4-year,Missouri,Midwest,10,Communications Technologies/Technicians and Support Services,366,399,9.0,392,-1.9,368,-6.0,387,5.2,360,-6.9
Undergraduate 4-year,Missouri,Midwest,11,Computer and Information Sciences and Support Services,7165,7369,2.8,7704,4.5,7640,-0.8,8613,12.7,8226,-4.5
Undergraduate 4-year,Missouri,Midwest,12,Personal and Culinary Services,,,,,,,,,,,
Undergraduate 4-year,Missouri,Midwest,13,Education,11576,11078,-4.3,10353,-6.5,9490,-8.3,9028,-4.9,8884,-1.6
Undergraduate 4-year,Missouri,Midwest,14,Engineering,8785,8266,-5.9,7980,-3.5,7733,-3.1,7831,1.3,8365,6.8
Undergraduate 4-year,Missouri,Midwest,15,Engineering Technologies/Technicians,1441,1199,-16.8,1107,-7.7,1026,-7.4,1020,-0.5,1029,0.8
Undergraduate 4-year,Missouri,Midwest,16,Foreign Languages Literatures and Linguistics,765,954,24.6,835,-12.5,676,-19.0,658,-2.7,613,-6.8
Undergraduate 4-year,Missouri,Midwest,19,Family and Consumer Sciences/Human Sciences,1873,1458,-22.1,1139,-21.9,1159,1.7,965,-16.7,948,-1.8
Undergraduate 4-year,Missouri,Midwest,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Missouri,Midwest,22,Legal Professions and Studies,142,360,153.8,296,-17.8,192,-35.2,234,21.8,260,11.2
Undergraduate 4-year,Missouri,Midwest,23,English Language and Literature/Letters,1843,1667,-9.5,1678,0.6,1600,-4.6,1596,-0.2,1440,-9.8
Undergraduate 4-year,Missouri,Midwest,24,Liberal Arts and Sciences General Studies and Humanities,10314,9810,-4.9,11623,18.5,11904,2.4,12266,3.0,11087,-9.6
Undergraduate 4-year,Missouri,Midwest,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Missouri,Midwest,26,Biological and Biomedical Sciences,9483,8514,-10.2,8096,-4.9,7963,-1.6,8312,4.4,8154,-1.9
Undergraduate 4-year,Missouri,Midwest,27,Mathematics and Statistics,1336,1236,-7.5,1173,-5.1,1083,-7.7,1077,-0.6,1130,4.9
Undergraduate 4-year,Missouri,Midwest,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 4-year,Missouri,Midwest,29,Military Technologies,,,,,,,,,,,
Undergraduate 4-year,Missouri,Midwest,30,Multi/Interdisciplinary Studies,2576,2860,11.0,2869,0.3,2472,-13.9,2982,20.6,3209,7.6
Undergraduate 4-year,Missouri,Midwest,31,Parks Recreation Leisure and Fitness Studies,4741,4312,-9.0,4226,-2.0,3959,-6.3,4167,5.3,4230,1.5
Undergraduate 4-year,Missouri,Midwest,32,Basic Skills,0,,,,,,,,,,
Undergraduate 4-year,Missouri,Midwest,33,Citizenship Activities,,,,0,,0,,0,,0,
Undergraduate 4-year,Missouri,Midwest,34,Health-Related Knowledge and Skills,,0,,0,,,,,,,
Undergraduate 4-year,Missouri,Midwest,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Missouri,Midwest,36,Leisure and Recreational Activities,0,,,,,,,0,,0,
Undergraduate 4-year,Missouri,Midwest,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Missouri,Midwest,38,Philosophy and Religious Studies,621,547,-11.9,529,-3.2,488,-7.8,506,3.7,592,16.9
Undergraduate 4-year,Missouri,Midwest,39,Theology and Religious Vocations,538,409,-24.1,481,17.7,427,-11.3,928,117.6,1074,15.7
Undergraduate 4-year,Missouri,Midwest,40,Physical Sciences,2296,2026,-11.8,1936,-4.4,1846,-4.6,1861,0.8,1805,-3.0
Undergraduate 4-year,Missouri,Midwest,41,Science Technologies/Technicians,0,,,,,,,261,,,
Undergraduate 4-year,Missouri,Midwest,42,Psychology,8517,8688,2.0,8716,0.3,8394,-3.7,8247,-1.8,7793,-5.5
Undergraduate 4-year,Missouri,Midwest,43,Security and Protective Services,3866,3205,-17.1,3231,0.8,2741,-15.2,2811,2.6,2817,0.2
Undergraduate 4-year,Missouri,Midwest,44,Public Administration and Social Service Professions,1853,1874,1.1,2140,14.2,1957,-8.6,1829,-6.5,1753,-4.2
Undergraduate 4-year,Missouri,Midwest,45,Social Sciences,5583,5697,2.1,5405,-5.1,4999,-7.5,5035,0.7,5069,0.7
Undergraduate 4-year,Missouri,Midwest,46,Construction Trades,,0,,0,,0,,0,,0,
Undergraduate 4-year,Missouri,Midwest,47,Mechanic and Repair Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Missouri,Midwest,48,Precision Production,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Missouri,Midwest,49,Transportation and Materials Moving,,398,,468,17.4,495,5.9,533,7.5,619,16.2
Undergraduate 4-year,Missouri,Midwest,50,Visual and Performing Arts,6678,6255,-6.3,6172,-1.3,5795,-6.1,6225,7.4,6399,2.8
Undergraduate 4-year,Missouri,Midwest,51,Health Professions and Related Clinical Sciences,21195,20867,-1.5,19599,-6.1,18377,-6.2,18391,0.1,18914,2.8
Undergraduate 4-year,Missouri,Midwest,52,Business Management Marketing and Related Support,27341,26011,-4.9,26886,3.4,24939,-7.2,26046,4.4,26091,0.2
Undergraduate 4-year,Missouri,Midwest,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Missouri,Midwest,54,History,1142,1119,-2.0,1111,-0.7,1059,-4.7,978,-7.6,943,-3.7
Undergraduate 4-year,Montana,West,CIP Missing,CIP Missing,1790,1705,-4.7,1961,15.0,1904,-2.9,1947,2.3,2227,14.4
Undergraduate 4-year,Montana,West,01,Agriculture Agriculture Operations and Related Sciences,683,594,-13.0,685,15.2,761,11.1,782,2.7,764,-2.3
Undergraduate 4-year,Montana,West,03,Natural Resources and Conservation,996,1073,7.7,1146,6.8,1102,-3.9,1199,8.8,1124,-6.2
Undergraduate 4-year,Montana,West,04,Architecture and Related Services,,,,,,,,,,,
Undergraduate 4-year,Montana,West,05,Area Ethnic Cultural and Gender Studies,,,,,,,,,,,
Undergraduate 4-year,Montana,West,09,Communication Journalism and Related Programs,390,349,-10.5,299,-14.3,281,-6.1,294,4.6,308,4.8
Undergraduate 4-year,Montana,West,10,Communications Technologies/Technicians and Support Services,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Montana,West,11,Computer and Information Sciences and Support Services,895,875,-2.3,905,3.4,930,2.8,1048,12.7,967,-7.7
Undergraduate 4-year,Montana,West,12,Personal and Culinary Services,,,,,,,,,,,
Undergraduate 4-year,Montana,West,13,Education,2231,2153,-3.5,2041,-5.2,1810,-11.3,1736,-4.1,1759,1.4
Undergraduate 4-year,Montana,West,14,Engineering,3092,2889,-6.6,2812,-2.7,2634,-6.3,2612,-0.8,2693,3.1
Undergraduate 4-year,Montana,West,15,Engineering Technologies/Technicians,571,562,-1.6,579,3.1,579,0.1,622,7.3,675,8.5
Undergraduate 4-year,Montana,West,16,Foreign Languages Literatures and Linguistics,167,146,-12.5,151,3.7,141,-7.0,127,-9.6,112,-11.9
Undergraduate 4-year,Montana,West,19,Family and Consumer Sciences/Human Sciences,,,,,,,,,,,
Undergraduate 4-year,Montana,West,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Montana,West,22,Legal Professions and Studies,,,,,,,,,,,
Undergraduate 4-year,Montana,West,23,English Language and Literature/Letters,469,382,-18.6,379,-0.7,342,-10.0,332,-2.8,344,3.6
Undergraduate 4-year,Montana,West,24,Liberal Arts and Sciences General Studies and Humanities,3050,2792,-8.5,2685,-3.8,2656,-1.1,2668,0.4,2630,-1.4
Undergraduate 4-year,Montana,West,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Montana,West,26,Biological and Biomedical Sciences,2347,2194,-6.5,2146,-2.2,1993,-7.1,2070,3.9,2091,1.0
Undergraduate 4-year,Montana,West,27,Mathematics and Statistics,243,228,-6.1,219,-3.9,215,-1.6,181,-15.8,187,3.1
Undergraduate 4-year,Montana,West,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 4-year,Montana,West,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Montana,West,30,Multi/Interdisciplinary Studies,411,273,-33.5,298,9.2,1472,393.6,1522,3.4,1681,10.5
Undergraduate 4-year,Montana,West,31,Parks Recreation Leisure and Fitness Studies,404,366,-9.6,358,-2.1,595,66.3,736,23.7,873,18.7
Undergraduate 4-year,Montana,West,32,Basic Skills,,0,,,,,,0,,,
Undergraduate 4-year,Montana,West,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Montana,West,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Montana,West,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Montana,West,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Montana,West,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Montana,West,38,Philosophy and Religious Studies,,,,,,,,,,,
Undergraduate 4-year,Montana,West,39,Theology and Religious Vocations,,,,,,,,,,,
Undergraduate 4-year,Montana,West,40,Physical Sciences,707,633,-10.4,662,4.5,673,1.6,676,0.5,686,1.4
Undergraduate 4-year,Montana,West,41,Science Technologies/Technicians,,,,,,,,,,,
Undergraduate 4-year,Montana,West,42,Psychology,1135,1233,8.7,1315,6.6,1352,2.8,1373,1.6,1422,3.6
Undergraduate 4-year,Montana,West,43,Security and Protective Services,242,237,-1.9,224,-5.5,204,-8.9,195,-4.6,184,-5.6
Undergraduate 4-year,Montana,West,44,Public Administration and Social Service Professions,,222,,185,-16.6,159,-14.1,215,35.3,242,12.6
Undergraduate 4-year,Montana,West,45,Social Sciences,1239,1164,-6.0,1106,-5.0,1110,0.3,1202,8.3,1248,3.8
Undergraduate 4-year,Montana,West,46,Construction Trades,139,120,-13.5,112,-6.7,141,25.4,143,2.1,148,3.1
Undergraduate 4-year,Montana,West,47,Mechanic and Repair Technologies/Technicians,324,299,-7.8,316,5.6,306,-3.2,292,-4.5,261,-10.7
Undergraduate 4-year,Montana,West,48,Precision Production,190,216,13.3,228,5.9,218,-4.3,223,2.2,204,-8.5
Undergraduate 4-year,Montana,West,49,Transportation and Materials Moving,225,235,4.3,233,-0.7,243,4.2,283,16.3,289,2.0
Undergraduate 4-year,Montana,West,50,Visual and Performing Arts,1460,1302,-10.8,1373,5.4,1423,3.6,1448,1.8,1425,-1.5
Undergraduate 4-year,Montana,West,51,Health Professions and Related Clinical Sciences,3892,3883,-0.2,3879,-0.1,3630,-6.4,3687,1.6,3727,1.1
Undergraduate 4-year,Montana,West,52,Business Management Marketing and Related Support,3937,3923,-0.4,4172,6.3,4362,4.6,4775,9.5,4992,4.6
Undergraduate 4-year,Montana,West,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Montana,West,54,History,345,264,-23.4,279,5.6,281,0.9,299,6.5,308,3.0
Undergraduate 4-year,Nebraska,Midwest,CIP Missing,CIP Missing,6571,6530,-0.6,6233,-4.5,7001,12.3,7472,6.7,7868,5.3
Undergraduate 4-year,Nebraska,Midwest,01,Agriculture Agriculture Operations and Related Sciences,1534,1466,-4.4,1415,-3.5,1351,-4.5,1335,-1.2,1359,1.8
Undergraduate 4-year,Nebraska,Midwest,03,Natural Resources and Conservation,541,548,1.3,487,-11.1,496,1.9,490,-1.3,461,-5.9
Undergraduate 4-year,Nebraska,Midwest,04,Architecture and Related Services,,,,,,,,,,,
Undergraduate 4-year,Nebraska,Midwest,05,Area Ethnic Cultural and Gender Studies,,,,,,,,,,,
Undergraduate 4-year,Nebraska,Midwest,09,Communication Journalism and Related Programs,1924,1859,-3.4,1729,-7.0,1662,-3.9,1699,2.2,1686,-0.7
Undergraduate 4-year,Nebraska,Midwest,10,Communications Technologies/Technicians and Support Services,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,11,Computer and Information Sciences and Support Services,1717,1688,-1.7,1767,4.7,1975,11.8,2140,8.4,2090,-2.4
Undergraduate 4-year,Nebraska,Midwest,12,Personal and Culinary Services,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,13,Education,5688,5634,-0.9,5546,-1.6,5355,-3.4,5203,-2.8,5185,-0.3
Undergraduate 4-year,Nebraska,Midwest,14,Engineering,2315,2234,-3.5,2245,0.5,2270,1.1,2310,1.8,2536,9.8
Undergraduate 4-year,Nebraska,Midwest,15,Engineering Technologies/Technicians,302,344,13.7,367,6.7,411,12.1,440,6.9,500,13.8
Undergraduate 4-year,Nebraska,Midwest,16,Foreign Languages Literatures and Linguistics,204,309,51.7,284,-8.2,209,-26.3,217,3.8,186,-14.4
Undergraduate 4-year,Nebraska,Midwest,19,Family and Consumer Sciences/Human Sciences,1392,1388,-0.3,1288,-7.2,1353,5.0,1348,-0.3,1338,-0.8
Undergraduate 4-year,Nebraska,Midwest,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,22,Legal Professions and Studies,,,,,,121,,137,13.4,158,15.2
Undergraduate 4-year,Nebraska,Midwest,23,English Language and Literature/Letters,686,654,-4.7,616,-5.8,627,1.8,569,-9.3,491,-13.7
Undergraduate 4-year,Nebraska,Midwest,24,Liberal Arts and Sciences General Studies and Humanities,4621,4183,-9.5,4217,0.8,3783,-10.3,3528,-6.7,3285,-6.9
Undergraduate 4-year,Nebraska,Midwest,25,Library Science,,,,,,,,,,,
Undergraduate 4-year,Nebraska,Midwest,26,Biological and Biomedical Sciences,3616,3643,0.7,3673,0.8,3630,-1.2,3719,2.5,3743,0.6
Undergraduate 4-year,Nebraska,Midwest,27,Mathematics and Statistics,420,523,24.5,481,-7.9,422,-12.4,378,-10.3,391,3.5
Undergraduate 4-year,Nebraska,Midwest,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,30,Multi/Interdisciplinary Studies,1567,1424,-9.1,1209,-15.1,1071,-11.4,1150,7.4,1055,-8.3
Undergraduate 4-year,Nebraska,Midwest,31,Parks Recreation Leisure and Fitness Studies,1322,1286,-2.7,1397,8.6,1458,4.4,1583,8.5,1589,0.4
Undergraduate 4-year,Nebraska,Midwest,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,38,Philosophy and Religious Studies,,129,,118,-8.6,113,-4.6,132,17.2,113,-14.5
Undergraduate 4-year,Nebraska,Midwest,39,Theology and Religious Vocations,107,,,,,106,,,,,
Undergraduate 4-year,Nebraska,Midwest,40,Physical Sciences,813,713,-12.3,730,2.4,697,-4.5,677,-2.9,665,-1.7
Undergraduate 4-year,Nebraska,Midwest,41,Science Technologies/Technicians,,,,,,,,,,,
Undergraduate 4-year,Nebraska,Midwest,42,Psychology,2552,2717,6.5,2849,4.9,2841,-0.3,2799,-1.5,2631,-6.0
Undergraduate 4-year,Nebraska,Midwest,43,Security and Protective Services,1843,1929,4.7,1973,2.3,1854,-6.0,1839,-0.8,1796,-2.3
Undergraduate 4-year,Nebraska,Midwest,44,Public Administration and Social Service Professions,643,598,-7.1,524,-12.3,497,-5.1,455,-8.5,452,-0.7
Undergraduate 4-year,Nebraska,Midwest,45,Social Sciences,1340,1411,5.3,1250,-11.4,1160,-7.2,1231,6.1,1253,1.8
Undergraduate 4-year,Nebraska,Midwest,46,Construction Trades,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,47,Mechanic and Repair Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,48,Precision Production,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Nebraska,Midwest,49,Transportation and Materials Moving,,,,,,,,,,,
Undergraduate 4-year,Nebraska,Midwest,50,Visual and Performing Arts,1815,1834,1.0,1936,5.6,1959,1.2,1892,-3.4,1863,-1.6
