"unitid","institution name","year","HD2024.FIPS state code","HD2024.Degree-granting status","HD2024.Institution size category","HD2024.State abbreviation","HD2024.FIPS state code","HD2024.Bureau of Economic Analysis (BEA) regions","HD2024.Sector of institution","HD2024.Degree of urbanization (Urban-centric locale)","HD2024.Institutional category","HD2024.Carnegie Classification 2021: Basic","DRVC2024.Certificates of less than 1 year","DRVC2024.Certificate of less than 12 weeks","DRVC2024.Certificate of at least 12 weeks, but less than 1 year","DRVC2024.Certificates of 1 but less than 2 years","DRVC2024.Certificates of 2 but less than 4 years","DRVC2024.Number of students receiving certificates of less than 12 weeks","DRVC2024.Number of students receiving certificates of at least 12 weeks, but less than 1 year","DRVC2024.Number of students receiving a certificate of 1 but less than 4 years"
"125082","Bridges Beauty College","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","44","0","44","29","0","0","44","29"
"125310","Waynes College of Beauty","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","19","0","19","23","0","0","19","23"
"126915","Technical College of the Rockies","2024","Colorado","Nondegree-granting, primarily postsecondary","Under 1,000","Colorado","Colorado","Rocky Mountains (CO, ID, MT, UT, WY)","Public, less-than 2-year","Rural: Fringe","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","227","96","131","50","0","96","131","50"
"127158","Emily Griffith Technical College","2024","Colorado","Nondegree-granting, primarily postsecondary","5,000 - 9,999","Colorado","Colorado","Rocky Mountains (CO, ID, MT, UT, WY)","Public, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","536","146","390","242","0","146","390","242"
"127316","International Salon and Spa Academy","2024","Colorado","Nondegree-granting, primarily postsecondary","Under 1,000","Colorado","Colorado","Rocky Mountains (CO, ID, MT, UT, WY)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","92","0","92","92","0","0","92","92"
"127954","Montessori Education Center of the Rockies","2024","Colorado","Nondegree-granting, primarily postsecondary","Under 1,000","Colorado","Colorado","Rocky Mountains (CO, ID, MT, UT, WY)","Private not-for-profit, 4-year or above","City: Large","Nondegree-granting, above the baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","6","0","0","0","6"
"128151","Pickens Technical College","2024","Colorado","Nondegree-granting, primarily postsecondary","1,000 - 4,999","Colorado","Colorado","Rocky Mountains (CO, ID, MT, UT, WY)","Public, 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","440","0","440","207","45","0","440","252"
"128337","Empire Beauty School-Thornton","2024","Colorado","Nondegree-granting, primarily postsecondary","Under 1,000","Colorado","Colorado","Rocky Mountains (CO, ID, MT, UT, WY)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","40","0","0","0","40"
"128896","Cortiva Institute","2024","Connecticut","Nondegree-granting, primarily postsecondary","Under 1,000","Connecticut","Connecticut","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","188","0","188","66","0","0","188","66"
"129002","Porter & Chester Institute of Hamden","2024","Connecticut","Nondegree-granting, primarily postsecondary","Under 1,000","Connecticut","Connecticut","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","211","0","0","0","211"
"129181","Lincoln Technical Institute-East Windsor","2024","Connecticut","Nondegree-granting, primarily postsecondary","1,000 - 4,999","Connecticut","Connecticut","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","483","100","0","0","583"
"129349","Paul Mitchell the School-North Haven","2024","Connecticut","Nondegree-granting, primarily postsecondary","Under 1,000","Connecticut","Connecticut","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","126","53","73","34","0","53","73","34"
"129482","American Institute-West Hartford","2024","Connecticut","Nondegree-granting, primarily postsecondary","Under 1,000","Connecticut","Connecticut","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","108","72","36","92","22","72","36","114"
"129923","Lincoln Technical Institute-New Britain","2024","Connecticut","Nondegree-granting, primarily postsecondary","Under 1,000","Connecticut","Connecticut","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","250","152","0","0","402"
"129932","New England Tractor Trailer Training School of Connecticut","2024","Connecticut","Nondegree-granting, primarily postsecondary","Under 1,000","Connecticut","Connecticut","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Rural: Fringe","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","429","0","429","0","0","0","429","0"
"130174","Porter & Chester Institute","2024","Connecticut","Nondegree-granting, primarily postsecondary","1,000 - 4,999","Connecticut","Connecticut","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","1165","0","0","0","1165"
"130837","Margaret H Rollins School of Nursing at Beebe Medical Center","2024","Delaware","Nondegree-granting, primarily postsecondary","Under 1,000","Delaware","Delaware","Mid East (DE, DC, MD, NJ, NY, PA)","Private not-for-profit, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","22","0","0","0","22"
"130873","Dawn Career Institute LLC","2024","Delaware","Nondegree-granting, primarily postsecondary","Under 1,000","Delaware","Delaware","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","177","111","66","141","0","111","66","141"
"131061","Schilling-Douglas School of Hair Design","2024","Delaware","Nondegree-granting, primarily postsecondary","Under 1,000","Delaware","Delaware","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","94","0","94","32","0","0","94","32"
"131830","National Conservatory of Dramatic Arts","2024","District of Columbia","Nondegree-granting, primarily postsecondary","Under 1,000","District of Columbia","District of Columbia","Mid East (DE, DC, MD, NJ, NY, PA)","Private not-for-profit, 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","3","8","0","0","9"
"132374","Atlantic Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","1,000 - 4,999","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","178","12","166","376","21","12","164","397"
"132675","North Florida Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","50","10","40","17","0","10","39","17"
"132976","Charlotte Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, less-than 2-year","Suburb: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","108","0","108","190","0","0","102","183"
"133155","Lorenzo Walker Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","124","100","24","374","0","97","24","371"
"134024","Florida School of Massage","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Rural: Fringe","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","73","0","73","0","0","0","73","0"
"134228","Fort Pierce Beauty Academy","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","16","0","0","0","15"
"134291","George Stone Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","145","0","145","140","16","0","145","136"
"134307","George T Baker Aviation Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","1,000 - 4,999","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","276","0","0","0","270"
"134529","Hollywood Institute of Beauty Careers","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","257","95","162","75","0","95","162","75"
"134574","Cortiva Institute","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","164","0","164","0","0","0","164","0"
"134714","International Academy","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","69","7","62","39","0","7","62","39"
"135142","La Belle Beauty School","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","205","120","85","37","0","120","85","37"
"135179","Lake Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, less-than 2-year","Suburb: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","374","105","269","332","0","105","268","332"
"135267","Fort Myers Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","373","49","324","248","94","49","301","339"
"135276","Lively Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","1,000 - 4,999","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","442","247","195","261","0","199","177","257"
"135294","Lindsey Hopkins Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","86","47","39","81","22","47","39","81"
"135337","Loraines Academy & Spa","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","48","0","48","16","0","0","48","16"
"135407","Manatee Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","1,000 - 4,999","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","419","197","222","442","30","194","220","471"
"135522","Traviss Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, less-than 2-year","Rural: Fringe","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","149","103","46","200","0","103","45","180"
"135559","Merryfield Academy","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","53","0","53","25","0","0","53","25"
"135647","Miami Lakes Educational Center and Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","83","0","83","28","98","0","83","126"
"135735","Orange Technical College-South Campus","2024","Florida","Nondegree-granting, primarily postsecondary","1,000 - 4,999","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","224","45","179","147","63","45","177","210"
"136109","Paul Mitchell the School-Jacksonville","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","70","0","0","0","70"
"136303","Orange Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","138","120","18","214","25","120","18","239"
